name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
天平花苑 采光好 超高性价比,56平米,2000,天平花苑祥云楼,2室1厅,
汇峰苑 私密小区 高层采光好,138平米,10000,汇峰,3室2厅,
协和新世界 舒适两房 南北对流,78平米,6999,协和新世界,2室1厅,
星汇云锦 豪华装修 高级会所 家电齐全,86平米,9000,星汇云锦,1室1厅,
方圆月岛 复式 一房一厅 家私家电齐全,66平米,7500,方圆月岛,1室1厅,
嘉怡苑 温馨大两房 住家舒服,80平米,5000,嘉怡苑,2室1厅,
星辰财富港 北向办工三房,91平米,8500,星辰财富港,3室2厅,
户型好 大两房 住家装修,98平米,5000,东方之珠花园,2室1厅,
珠江新城广弘天琪精装1居室出租 拎包入住,58平米,7000,广弘天琪,1室1厅,
棠德花园C区 2室1厅 2700元,72平米,2700,棠德花园C区,2室1厅,
珠江新城 商住两用 中达广场,64平米,11000,保利中达,1室1厅,
马赛国际公寓 配套成熟 正规一房一厅,67平米,4200,马赛国际公寓,1室1厅,
棠雅苑 两房一厅 全齐,56平米,3000,棠雅苑H区,2室1厅,
龙怡苑 温馨一房、舒适宽敞 居家首选,28平米,1700,龙怡苑,1室0厅,
业主诚意放租 精装修 商住两用可注册,130平米,12000,富力盈力大厦,3室2厅,
天河北 协和稀缺笋盘 通风采光极佳,91平米,6500,协和新世界,2室1厅,
天河北苑 电梯东南向 稀缺四房带主套,113平米,5000,天河北苑G区,4室2厅,
华师中区 安静两房 家电全齐,60平米,4000,华师大学宿舍中区,2室1厅,
富力盈丰大厦 精装大单间 景观靓,51平米,4800,富力盈丰大厦,1室0厅,
体育东横街 黄金楼层。高楼层采光好,68平米,3500,南雅苑体育东横街,2室1厅,
华景里理想地 温馨复式1房 随时可入住,47平米,4600,华景新城信华花园,1室1厅,
尚东君御雅苑 吉屋出租 豪华装修,150平米,17000,尚东君御雅苑,3室2厅,
装修保养很好 方正实用3房 房大厅大,120平米,6300,新世界东逸花园,3室2厅,
阳光都会广场 精装修 交通方便 配套齐全,108平米,2500,阳光都会广场,1室2厅,
保利心语花园 吉屋三房 低价出租,109平米,9000,保利心语花园,3室2厅,
户型方正 高端小区 交通便利 环境优美,130平米,13000,中海花城湾,3室2厅,
复式小户型 高层南向 舒适明亮,38平米,4800,铂林国际公寓,1室1厅,
嘉裕君玥公馆 精装修 3室2厅,135平米,13000,嘉裕君玥公馆,3室2厅,
温馨豪华装修大三房 南北通透 居家首选,125平米,6500,华景新城沁馥佳苑,3室2厅,
尚东美御 户型方正 东望花园 高层望花园,142平米,10000,尚东美御,3室2厅,
理想地 用心的装修 办公住家皆宜,47平米,4499,华景新城信华花园,1室1厅,
家私电齐全 房子保养的不错 采光好,78平米,3800,富力天朗明居S区,2室1厅,
铂林国际公寓 实用复式 配套齐全,34平米,4700,铂林国际公寓,1室1厅,
博雅御轩 宜家风格配齐两房两厅拎包入住,85平米,7500,博雅御轩,2室1厅,
中怡城市花园 时尚装修 家私家电齐全,54平米,5499,中怡城市花园,1室1厅,
新鸿基峻林苑 豪华新装修 保养好2房,75平米,6000,峻林,2室1厅,
华景里 全新公寓 复式三房 可办公,85平米,8000,华景新城信华花园,3室1厅,
嘉裕丹顿阳光 精装三房 稀有房源,125平米,10000,嘉裕丹顿阳光,3室2厅,
汇峰国际公寓 高端大气 你值得拥有,147平米,14000,汇峰,3室2厅,
望江望公园 精致住家 小两房,60平米,5700,猎德花园5区,2室1厅,
金田花苑 新装修 格局方正,120平米,2500,金田花苑,6室2厅,
地铁口 棠德花园 稀有户型 四房 厅直出,85平米,3200,棠德花园G区,4室1厅,
高教新村3房精装租.家电齐全/拎包入住,100平米,5500,华师大学宿舍高教新村,3室2厅,
暨大南湖苑 精装三房 配套齐全 南北通透,78平米,6300,暨南大学宿舍南湖苑,3室2厅,
芳满庭园 楼龄新合生经典户型 南向三房,97平米,8000,华景新城芳满庭园,3室2厅,
新城海滨花园 温馨豪装 邻近地铁,136平米,15000,新城海滨花园S区,3室2厅,
学位房 美观实用修改房评,30平米,2000,环宇花园文景阁,1室0厅,
东逸花园 三房二厅,126平米,6000,新世界东逸花园,3室2厅,
华景里 全新公寓 复式三房 可办公,85平米,7600,华景新城信华花园,3室2厅,
铂林国际 南向高层精装 复式 拎包入住,38平米,5000,铂林国际公寓,1室1厅,
嘉裕礼顿阳光公寓 高层一房一厅,65平米,7000,嘉裕礼顿阳光,1室1厅,
逸安阁 家私齐全拎包入住 地铁旁,88平米,3200,逸安阁,2室2厅,
物资局大院 格局方正,31平米,2800,物资局大院,1室1厅,
远洋明苑 经典小三房 随时看房,73平米,3800,远洋明苑,3室1厅,
中怡城市花园 实用三房 少有放租,127平米,10000,中怡城市花园,3室1厅,
马赛国际公寓，安静2房，家私家电齐全,76平米,4499,马赛国际公寓,2室1厅,
朱美拉公寓 业主急租 地铁上盖,150平米,13000,朱美拉公寓,3室2厅,
德荣小区 天河东路16号 0104,65平米,4500,德荣小区德荣街,3室1厅,
瑞安创逸 繁华地段,50平米,5000,瑞安·创逸,1室1厅,
嘉裕君玥公馆 地铁上盖 交通便利,192平米,18000,嘉裕君玥公馆,4室2厅,
隽峰苑 干净舒适 住家必选,167平米,13000,隽峰苑,3室2厅,
豪华一房 酒店管理 双地铁,95平米,9200,富力爱丁堡国际公寓,1室1厅,
保利中汇 复式商住单位 办公装修,81平米,9500,保利中汇广场,1室1厅,
鸿翔大厦 高端复式 办公首选,240平米,12500,鸿翔大厦,4室2厅,
落户和投资首选 学位房 交通方便,325平米,25000,南天广场,2室1厅,
天河北鸿翔大厦 复式大面积 办公首选,240平米,12500,鸿翔大厦,4室2厅,
星汇云锦精品一房一厅高档家私家电东南向,86平米,10000,星汇云锦,1室1厅,
五羊宿舍 精致方正户型 南向小户型,43平米,2800,五羊宿舍,2室2厅,
侨怡苑电梯两房 方正舒适,75平米,4200,侨怡苑,2室1厅,
天平花苑 家私家电齐全 超高性价比,35平米,1300,天平花苑云山楼,1室1厅,
2房1厅 全明屋 厅出西向阳台 家电齐全,61平米,2400,棠德花园H区,2室1厅,
嘉裕礼顿阳光公寓 高层一房一厅 方便,55平米,5800,嘉裕礼顿阳光,1室1厅,
耀星华庭稀有2房放租,89平米,5000,耀星华庭,2室2厅,
侨怡苑 一般装修 安静舒适 交通便利,81平米,4500,侨怡苑,2室1厅,
嘉尚国际公寓大2房,84平米,5500,嘉尚国际公寓,2室1厅,
员村山顶 海景中心 电梯两房 租办公,83平米,4000,海景中心,2室2厅,
嘉尚国际公寓 实用一房一厅 家私家电齐全,48平米,4500,嘉尚国际公寓,1室1厅,
龙怡苑 近BRT 格局好 房子光线好,40平米,2200,龙怡苑,1室1厅,
华景新城 全新公寓 全新家电,47平米,4600,华景新城信华花园,1室1厅,
星汇国际 高端大气 稀缺户型放租,45平米,4300,星汇国际大厦,1室0厅,
华景里理想地 温馨复式1房 家私电器齐全,43平米,4600,华景新城信华花园,1室1厅,
碧海湾 一线江景房 近地铁,129平米,11000,碧海湾,3室2厅,
富力公园28 四房二厅 南北对流,261平米,26000,富力公园28,4室2厅,
美林海岸 豪装2房 家私电器齐,70平米,4700,美林海岸花园美林湾畔,2室2厅,
尚东美御 高档小区 临近地铁交通便利修改,160平米,9500,尚东美御,4室2厅,
福龙苑 黄金楼层 超值,50平米,2600,福龙苑聚福居,1室1厅,
紫荆小区 家私电器齐全 近地铁 大三房,90平米,5499,紫荆小区紫荆二街,3室2厅,
办公装修 可注册 诚意放租,50平米,3800,尚德大厦,1室1厅,
天河北 华标广场 交通便利 配套齐全,109平米,6500,华标广场,3室2厅,
嘉裕公馆 珠江新城舒适三房 全新未住,120平米,13800,嘉裕公馆,3室2厅,
地铁上盖 小户型三房,66平米,2800,万兴苑,3室1厅,
精致三房 办公装修 高层视野开阔,104平米,7500,南天广场,3室2厅,
地铁园林小区 环境优美 居家首选,58平米,6800,广弘天琪,1室1厅,
嘉怡苑 办公装修 超值单价大三房,114平米,5000,嘉怡苑,3室1厅,
隽峰苑 温馨舒适两房 户型方正采光好,63平米,7200,隽峰苑,2室1厅,
舒适单间 时尚家私配置 拎包即住,41平米,5800,广弘天琪,1室0厅,
棠利大厦 实用两房 价格低,78平米,2800,棠利大厦,2室2厅,
星汇国际 温馨舒适大单间,45平米,4500,星汇国际大厦,1室0厅,
益庭阁 精装两房 黄金楼层 采光一流,68平米,2300,益庭阁,2室2厅,
金碧华府 温馨3房 大阳台 业主诚意放租,165平米,15000,金碧华府B区,3室2厅,
天河北朝晖苑合租房,94平米,4000,朝晖苑,3室2厅,
家电齐全 采光充足 视野宽阔 随时可以入,86平米,5000,朝晖苑,2室2厅,
中海璟晖 稀缺南向两房全齐 出租,89平米,8500,中海璟晖华庭二期,2室2厅,
两个单房 住家装修 户型方正 通风透光,125平米,2600,龙珠楼,3室2厅,
旭景家园B区 3室2厅 4000元,83平米,4000,旭景家园B区,3室2厅,
宝供大厦 4室2厅 6900元,152平米,6900,宝供大厦,4室2厅,
华景新城芳满庭园 3室2厅 5500元,97平米,5500,华景新城芳满庭园,3室2厅,
尚德大厦 一房一厅,50平米,4500,尚德大厦,1室1厅,
星辰财富港 经典单身公寓 临近地铁,24平米,3500,星辰财富港,1室0厅,
星汇国际大厦 高层 家私齐全保养很好,46平米,3600,星汇国际大厦,1室0厅,
嘉裕丹顿阳光 南北对流 方正大四房,187平米,15000,嘉裕丹顿阳光,4室2厅,
物资局大院 大院管理,110平米,3800,物资局大院,3室1厅,
珠江都荟 业主内部重新装修过 保养很好,93平米,8000,珠江都荟华庭,2室1厅,
正佳万豪金殿 复式公寓 商住两用,58平米,8700,正佳万豪金殿,1室1厅,
侨翠苑小复式 实用两房 通风好,48平米,2400,侨翠苑,2室1厅,
天河公园 最笋大单间 带装修 带学位,21平米,1800,环宇花园文景阁,1室0厅,
美好居 南向两房，通风透气,81平米,3600,美好居,2室1厅,
华景新城 邮电科研所 宽大舒适一房一厅,50平米,2900,邮电科研所宿舍,1室1厅,
棠德花园 近大路边 租商铺教学托管等,55平米,3000,棠德花园C区,1室1厅,
羊城花园 复式四房,109平米,4000,羊城花园乐苑,5室2厅,
名圃花园 温馨两房 户型方正 急租,82平米,2700,名圃花园,3室2厅,
华景新城芳满庭园 豪华装修,78平米,4500,华景新城芳满庭园,2室2厅,
精装大三房带主套安静看公园,135平米,7000,东方新世界,3室2厅,
永福北约 交通便利 先烈东路,50平米,2400,先烈东路,2室1厅,
正佳万豪金殿 复式公寓 商住两用,65平米,9750,正佳万豪金殿,1室2厅,
龙熹山国际公寓 全新南向四房,家电齐全,209平米,18000,汇景新城龙熹山,4室2厅,
翠湖山庄 方正2房 新装修 拎包入住,63平米,4500,翠湖山庄,2室2厅,
骏景花园  平层户型,78平米,4500,骏景花园南苑骏仁轩,3室2厅,
富力天朗明居 全新装修 家私电器齐全,70平米,4200,富力天朗明居S区,2室1厅,
星汇云锦 地铁上盖 温馨舒适,88平米,10000,星汇云锦,1室1厅,
博雅御轩 猎德地铁上盖,134平米,9500,博雅御轩,3室2厅,
棠德花园 稀缺户型 采光充足 温馨装修,57平米,2200,棠德花园E区,3室1厅,
华景三期 翡翠居 安静精装两房,78平米,3300,华景新城翡翠居,2室1厅,
远洋明珠 可办公 看房方便 价格实惠,64平米,5000,远洋明珠大厦,2室1厅,
珠江新城 南天广场三房两厅出租,113平米,7000,南天广场,3室2厅,
南向精装大两房 安静望花园,71平米,2999,富力新村,2室2厅,
邮通小区 精装电梯两房 近BRT,55平米,3000,邮通小区,2室1厅,
尚德大厦 户型方正,59平米,6000,尚德大厦,1室1厅,
骏景花园 南向3房 高层,135平米,6000,骏景花园南苑骏灏轩,3室2厅,
房大厅大 大花园电梯洋房,170平米,15000,猎德花园2区,4室2厅,
力迅上筑公寓精装修···········,30平米,5500,力迅上筑Mintel商务公寓,1室1厅,
天誉花园二期 南向小三房 精致装修,94平米,7000,天誉花园,3室2厅,
安骏大厦 精致装修 家私家电齐全,77平米,6500,安骏大厦,2室2厅,
华景里理想地 全新精装 住家首选,47平米,4500,华景新城信华花园,1室2厅,
燕塘广场精美两方 地铁物业 居家首选,70平米,3500,燕塘广场,2室1厅,
方正两房 通风非常好，南北通透,85平米,4800,都市兰亭花园,2室2厅,
天河广场 3室1厅 3700元,106平米,3700,天河广场,3室1厅,
华景新城 户型方正 装修保养好,80平米,3500,华景新城晓景楼,3室2厅,
华港一期 南向 实用大两房 安静温馨舒适,72平米,3700,华港花园,2室2厅,
华港一期 南向 实用大两房 安静温馨舒适,60平米,3600,华港花园,2室2厅,
东方都会广场 复式单位 时尚装修,44平米,3900,东方都会广场,1室1厅,
东方新世界 标准一房一厅 家电齐全,68平米,4500,东方新世界,1室2厅,
穗东花园 实用三房 安静舒适 临近天河公,87平米,3500,穗东花园,3室1厅,
汇峰苑 奢华单间 中高层东向望珠江公园,46平米,5000,汇峰,1室0厅,
地铁沿线 三房两厅 家私家电齐全,142平米,14000,尚东宏御,3室2厅,
先烈东路 沙河西街 靠近市场 交通方便,53平米,2500,先烈东路沙河西街,2室1厅,
瑞安创逸 户型方正 投资首选 可办公,69平米,7500,瑞安·创逸,1室1厅,
芳满庭园 实用两房 心装修新感觉,77平米,4500,华景新城芳满庭园,2室1厅,
加拿大花园 2室2厅 3300元,68平米,3300,加拿大花园,2室2厅,
珠光新城国际 全新未入住 高层瞰珠江公园,48平米,7000,珠光新城国际中心,1室0厅,
东圃富华楼 出租三房 家私齐全 拎包入住,102平米,3500,东圃富华楼,3室1厅,
保利心语 北向大两房 采光好 保养好,81平米,7000,保利心语花园,2室1厅,
车陂南地铁口 天隆花园 家电器齐全,98平米,3000,天隆花园,2室2厅,
鸿运花园 精装两房 紧邻天河公园,69平米,3700,天河鸿运花园,2室1厅,
鸿翔大厦 厅大房大 办公首选,166平米,11000,鸿翔大厦,4室1厅,
龙怡苑 北向物业 价格美丽 大三房,85平米,3300,龙怡苑,3室2厅,
旭日雅苑旭岚阁 大三房 采光通风一流,130平米,5800,旭日雅苑旭岚阁,3室2厅,
自用首选  大落地飘窗  采光好,45平米,4300,星汇国际大厦,1室1厅,
世纪华都 精致装修 家私家电齐全,36平米,3500,天诚广场世纪华都,1室0厅,
华景里理想地 复式小公寓2房 家电齐,47平米,5000,华景新城信华花园,2室2厅,
猎德花园3区 全新家私齐全 拎包入住,75平米,5200,猎德花园3区,2室2厅,
星汇园 豪装大三房 花园小区,129平米,8500,星汇园A区,3室2厅,
都市华庭 办公 实用率高修改房评,139平米,12500,都市华庭,4室2厅,
员村西街四号大院 实用1房 采光通透,40平米,2200,二棉厂宿舍,1室1厅,
誉峰 全新装修 全新家居 望公园 有匙看,204平米,26000,誉峰,4室2厅,
链家满堂红 盈嘉花园舒适两房 东南向,90平米,5800,盈嘉花园,2室2厅,
珠江新城 新城雅居 到地铁只要五分钟,40平米,3200,新城雅居A区,1室1厅,
福金莲花园 小区管理,105平米,5000,福金莲花园,2室2厅,
雅怡阁高层两房一厅 家私家电齐全,60平米,3000,雅怡阁,2室1厅,
阳光都会广场 出租主卧 独立阳台 采光好,110平米,3000,阳光都会广场,3室2厅,
翠湖山庄 电梯两房 家电家私齐 拎包入住,85平米,4000,翠湖山庄,2室1厅,
先烈东横路 交通方便,70平米,3500,物资局大院,3室1厅,
华景里 全新公寓 复式三房,86平米,7800,华景新城信华花园,3室1厅,
祥兴大厦 三房 全南向 通风采光好,122平米,5800,祥兴大厦,3室2厅,
华师大学宿舍 安静两房 新装修 随时看房,56平米,4500,华师大学宿舍北区,2室2厅,
天誉花园 地铁上盖 通风采光好,109平米,7000,天誉花园,2室2厅,
华景新城 邮通小区 一房一厅 豪华装修,35平米,3600,邮通小区,1室0厅,
中怡城市花园 东南向三房 花园小区,135平米,11000,中怡城市花园,3室2厅,
汇景新城龙熹山 豪华四房 景观完美,478平米,36000,汇景新城龙熹山,5室3厅,
阳光桃源 采光好 家私齐全 随时入住,89平米,4500,阳光桃源,3室2厅,
侨林苑 实用二房 保养好 家电齐全,75平米,5000,侨林苑二期,2室1厅,
豪景花园 安静不吵 南北对流,73平米,4500,豪景花园,2室2厅,
中信广场国际公寓 住家大两房 拎包入住,128平米,10000,中信广场,2室2厅,
环宇花园 温馨两房 格局方正 拎包入住,60平米,3000,环宇花园,2室1厅,
瑞安创逸 豪装两房 温馨精致,98平米,11000,瑞安·创逸,2室2厅,
伟诚广场 视野开阔 采光通风好 办公最佳,71平米,4260,伟诚广场,2室2厅,
都市兰亭花园 安静实用两房 近地铁口,58平米,4100,都市兰亭花园,2室1厅,
中信广场 天河北豪宅 大三房 无敌景观,181平米,16000,中信广场,3室2厅,
金鼎大厦 全明户型 交通便利 配套成熟,66平米,4000,金鼎大厦,2室1厅,
君玥公馆 豪华装修 四房改两房 全新未住,152平米,22000,嘉裕君玥公馆,2室2厅,
城市假日园 温馨两房,71平米,4200,城市假日园,2室1厅,
远洋明珠大厦 实用两房 吉屋出租,86平米,6000,远洋明珠大厦,2室1厅,
舒适办公 空间宽阔实用 交通方便,110平米,11000,皓瀚华轩,2室1厅,
凯旋新世界 精装2房 园林小区,115平米,13000,凯旋新世界枫丹丽舍,2室1厅,
陶然庭园 温馨两房 家私家电齐全,78平米,4500,华景新城陶然庭园,2室2厅,
金碧华府 温馨3房 大阳台 业主诚意放租,165平米,16000,金碧华府B区,3室2厅,
尚东美御 东向安静 家私电器齐全,142平米,10000,尚东美御,3室2厅,
嘉尚国际公寓 实用一房 家私家电齐全,52平米,4200,嘉尚国际公寓,1室1厅,
高层东南单边 安静三房 看公园,120平米,5000,华港花园豪情湾,3室2厅,
单身公寓，白领最爱,30平米,5500,力迅上筑Mintel商务公寓,1室1厅,
龙口中路  天逸名都,46平米,3100,天逸名都,1室0厅,
华景新城二期 鸿景楼 精装三房 家电齐全,70平米,3500,华景新城鸿景楼,2室1厅,
华景六期复式 东南靓向 通透明亮,187平米,8800,华景新城逸晖居,3室2厅,
超值大三房 近地铁 带花园 超实用,77平米,4500,嘉怡花苑,3室2厅,
隽峰苑 南向小三房 一线江景 保养新净,88平米,7500,隽峰苑,3室2厅,
中海花城湾 环境优雅 奢华装修,176平米,17000,中海花城湾,4室2厅,
盈彩美居 南向三房 家电齐全,88平米,4300,盈彩美居云彩轩,3室2厅,
安骏大厦 精致装修 家私家电齐全修改房评,109平米,6000,安骏大厦,3室2厅,
耀星华庭 南实用单间 家私齐全 拎包入住,27平米,3000,耀星华庭,1室0厅,
学位房 新小区 名牌开发商,58平米,7000,广弘天琪,1室1厅,
棠德花园 低楼层 舒适两房,57平米,2800,棠德花园G区,2室1厅,
嘉怡苑 温馨2房 家私家电齐全住家舒服,80平米,4300,嘉怡苑,2室1厅,
铂林国际公寓 复式一房一厅 装修保养非常,35平米,4600,铂林国际公寓,1室1厅,
保利心语花园 温馨两房出售 带省级学位,86平米,7500,保利心语花园,2室0厅,
广弘天琪 精装两房 地铁上盖 保养好,80平米,9200,广弘天琪,2室2厅,
珠江俊园 精致三房 视野开阔 居家首选,123平米,6500,珠江俊园,3室2厅,
经典一房一厅 家电齐全 高层有钥匙,62平米,6500,朱美拉公寓,1室1厅,
天韵阁 新装修 户型方正 大2房,80平米,2800,天韵阁,2室1厅,
珠江都荟 方正两房 采光良好 拎包即可入,87平米,8800,珠江都荟华庭,2室2厅,
顺景大厦 家私电齐全 采光好,50平米,2000,东圃顺景大厦,1室1厅,
五山路 金山轩 厅出阳台 三房两厅,118平米,6000,金山轩,3室1厅,
嘉尚国际公寓 精装两房出租,54平米,4999,嘉尚国际公寓,2室1厅,
保利心语花园南北通透拎包入住,110平米,8500,保利心语花园,3室2厅,
中怡城市花园 新装修 家私家电齐全,54平米,5500,中怡城市花园,1室1厅,
方圆月岛 复式loft公寓 精致实用,60平米,7500,方圆月岛,1室1厅,
车陂美好居 门前BRT地铁 家电齐全,65平米,4000,美好居,2室1厅,
伟诚广场 实用两房 通风采光好 出入方便,74平米,3600,伟诚广场,2室1厅,
棠德花园 大两房 通风采光好,67平米,2500,棠德花园C区,2室2厅,
惠兰阁  三房 南北向,120平米,5500,广信惠兰阁,3室2厅,
富信广场近沙河高层电梯 格局方正,92平米,4000,富信广场,2室1厅,
四航局二房 格局方正 大院管理,61平米,2700,四航局大院,2室1厅,
天润大厦 三房写字楼 可注册,93平米,5500,天润大厦,3室1厅,
天朗明居 家电齐全 交通方便,70平米,3800,富力天朗明居S区,2室2厅,
美好居 3室2厅 4500元,110平米,4500,美好居,3室2厅,
中怡城市花园 家私家电齐全 拎包入住,43平米,4500,中怡城市花园,1室0厅,
名圃花园  交通便利 拎包入住,45平米,2000,名圃花园名豪阁,1室1厅,
美景花园 家私全 正规两房 近地铁,90平米,3799,美景花园怡景阁,2室1厅,
棠德花园 两居室 楼层好 通风采光好,45平米,2400,棠德花园E区,2室1厅,
远洋明苑精装一房一厅 家私电齐 拎包入住,48平米,2800,远洋明苑,1室1厅,
极品大三房出租，安静望花园,108平米,7500,保利心语花园,3室2厅,
富力爱丁堡国际公寓 豪华两房 不限购,128平米,14000,富力爱丁堡国际公寓,2室1厅,
交通便利，户型方正,98平米,2800,明珠新村二期,2室1厅,
天润大厦 只租给办公 近地铁口,105平米,5999,天润大厦,3室2厅,
广园东路 入户就读名校,73平米,2000,广园东路,2室1厅,
棠安苑 东向大三房 户型方正 随时入住,123平米,4500,武警棠安苑,3室2厅,
东圃 公安宿舍 南向两房出租 家电齐全,70平米,3200,东圃公安宿舍,2室1厅,
龙口中路 天逸名都,45平米,3800,天逸名都,1室0厅,
大两房 户型方正 通风光线好,88平米,8500,中海璟晖华庭,2室2厅,
143号大院二房 黄金地段 交通便利,57平米,3000,集装箱宿舍,2室1厅,
新达城商务公寓 商住两用 通风采光好,41平米,3000,新达城广场,1室1厅,
红英街 临近地铁 精美装修,60平米,3500,粤垦路红英街,3室1厅,
双城国际公寓 南向带阳台 精装开间出租,37平米,4000,双城国际公寓,1室1厅,
国土局宿舍 实用大两房 黄金楼层,76平米,3500,国土局宿舍,2室2厅,
恒安大厦 115方 大三房 租办公,115平米,5500,恒安大厦,3室2厅,
珠光新城国际中心 地铁潭村上盖,80平米,14000,珠光新城国际中心,2室2厅,
星汇园 花园小区 东南向三房望 租金好笋,129平米,8000,星汇园A区,3室2厅,
侨林苑温馨两房放租,74平米,5600,侨林苑二期,2室2厅,
华景里理想地 非常不错 即看即中,46平米,4500,华景新城信华花园,1室2厅,
理想地 带精装修高档家私东南向通风,47平米,4800,华景新城信华花园,1室2厅,
华景里理想地 复试低楼层 环境安静优雅,47平米,4500,华景新城信华花园,1室1厅,
保利香槟花园 望花园居家四房 新装修,165平米,12000,保利香槟花园夏尔(1栋),4室2厅,
华景里 全新公寓 复式三房 可办公,85平米,8000,华景新城信华花园,3室2厅,
信华华景里理想地 带精装修 温馨一房,48平米,4600,华景新城信华花园,1室1厅,
利汇名悦大厦 豪华一房一厅 管理好,56平米,6300,利汇名悦大厦,1室1厅,
嘉尚国际公寓 精装修 家私齐全,50平米,4500,嘉尚国际公寓,1室1厅,
商住两用公寓 可注册办公 可配齐住家,44平米,4000,富力盈力大厦,1室0厅,
华景新城 精装修标准复式 拎包入住,85平米,6900,华景新城信华花园,3室1厅,
珠江新城 朱美拉公寓 豪华1房1厅,69平米,7200,朱美拉公寓,1室1厅,
中信国际公寓 豪华装修 超靓景观,128平米,11000,中信广场,2室2厅,
临江花园 珠江边上 标准单间,25平米,1500,临江花园,1室0厅,
祥兴大厦  一房一厅 透风透气 价格笋,49平米,3000,祥兴大厦,1室1厅,
新达城商务公寓 朝东靓向,40平米,3000,新达城广场,1室1厅,
粤和楼 2室2厅 4500元,86平米,4500,粤和楼,2室2厅,
临近地铁 精装三房 家具齐全,80平米,4100,金燕花园,3室2厅,
铂林国际 高层明亮大单间 家电齐全,33平米,4000,铂林国际公寓,1室1厅,
甲子花园 地铁上盖 环境超好 重新装修,80平米,6500,甲子花园,2室2厅,
华景里理想地  精装修三房 看房方便,87平米,8800,华景新城信华花园,3室2厅,
) 信成街便宜2房 4200出租 笋,72平米,4200,信成小区天河东路,2室2厅,
天隆花苑 实用三房 电梯楼 看房方便,107平米,5500,天隆花苑,3室2厅,
骏景花园 实用两房 配套齐全,76平米,4200,骏景花园北苑骏豪轩,2室2厅,
金达苑  大2房 十分实用,72平米,3800,金达苑,2室2厅,
君玥公馆 豪华装修 四房改两房 全新未住,152平米,22000,嘉裕君玥公馆,2室2厅,
舒适办公装修 近地铁 生活配套完善,110平米,11000,皓瀚华轩,2室1厅,
中怡城市花园，住家精装修3+1房。,134平米,10000,中怡城市花园,3室2厅,
龙口西路 龙口花苑,130平米,6500,龙口花苑龙盛街,3室2厅,
雅怡居C区 1室0厅 1800元,34平米,1800,雅怡居C区,1室0厅,
广弘天琪 3室2厅 12000元,117平米,12000,广弘天琪,3室2厅,
雅怡居C区 1室1厅 2000元,34平米,2000,雅怡居C区,1室1厅,
广氮新村 3室1厅 3100元,79平米,3100,广氮新村,3室1厅,
马赛国际公寓 1室1厅 4100元,67平米,4100,马赛国际公寓,1室1厅,
侨怡苑 1室1厅 3500元,61平米,3500,侨怡苑,1室1厅,
领峰园 1室1厅 9000元,82平米,9000,领峰园,1室1厅,
天河北路金海花园 办公装修,89平米,4400,金海花园,4室2厅,
龙口东路 天诚广场 单身公寓 交通方便,28平米,3000,天诚广场世纪华都,1室1厅,
珠江新城双城国际全新装修 高层开间出租,41平米,4000,双城国际公寓,1室1厅,
东方之珠 地铁上盖 交通便利,130平米,8500,东方之珠花园,4室2厅,
集装箱宿舍 2室1厅 3500元,57平米,3500,集装箱宿舍,2室1厅,
中铁盛德国际 2室1厅 5500元,88平米,5500,中铁盛德国际,2室1厅,
富力天朗明居 温馨两房 安静望花园,74平米,4500,富力天朗明居S区,2室2厅,
) 誉峰 温馨全新精装修 采光布局合理舒,250平米,25000,誉峰,4室2厅,
朱美拉高德置地公寓 全新配置家私家电即住,174平米,16000,朱美拉公寓,3室2厅,
天利居 单间出租 家私电齐全,25平米,1500,天利居,1室0厅,
一天天天天天反复反复反复反复反复反复反复,75平米,4300,阳光假日园,2室1厅,
天河北东方之珠花园 地铁上盖两房,99平米,5300,东方之珠花园,2室2厅,
鸿翔大厦 一房 家电齐全 拎包入住,40平米,3800,鸿翔大厦,1室0厅,
锦明街 方正3房 家电齐全 拎包即可入住,120平米,4000,黄埔大道中锦明街,3室2厅,
尚德大厦 一房一厅,65平米,4600,尚德大厦,1室1厅,
力迅T 豪装三房 家电家私齐 拎包即入住,128平米,8000,力迅T,3室2厅,
物资局大院 大院管理 省级学位 小户型,32平米,1500,物资局大院,1室1厅,
格局方正 环境清静 采光通风好,35平米,2500,先烈东横路,1室1厅,
【满堂红链家】稀有复式全新未住拎包入住!,48平米,7500,珠光新城国际中心,1室1厅,
财富世纪广场 CBD豪装商住公寓,98平米,8500,财富世纪广场,1室1厅,
环宇花园 精品一房 家私家电齐全,20平米,1800,环宇花园文景阁,1室0厅,
嘉裕礼顿阳光 地铁上盖 视野开阔安静舒适,43平米,4500,嘉裕礼顿阳光,1室0厅,
林和西路 威立大厦 少有放租 办公住家,54平米,4800,威立大厦,1室0厅,
龙口西 中明大厦 办公装修,136平米,10000,中明大厦,3室2厅,
铂林国际 南向复式一房 稀缺可明火单位,35平米,4799,铂林国际公寓,1室1厅,
德荣小区 天兴阁 家私齐全,96平米,6000,德荣小区,3室1厅,
迎翠春庭 晖阳阁,30平米,1200,迎翠春庭,1室1厅,
木地板家私齐全 精装修,51平米,6000,富力盈丰大厦,1室0厅,
富力爱丁堡国际公寓 超大一房 带会所泳池,91平米,10000,富力爱丁堡国际公寓,1室1厅,
星汇国际公寓 精致大单间 保养干净,45平米,4300,星汇国际大厦,1室0厅,
