name_of_community,layout_of_house,price_of_house,area_of_house,floor_of_house,time_of_construction
三元里大道 花园酒店 通风透光 交通便利,94平米,2800,花园酒店宿舍,3室1厅,
金羊花园 地铁上盖 中楼层 家电齐全,91平米,3800,金羊花园,3室0厅,
地质大院 安静舒适两房 大院管理,73平米,3200,地质大院12栋,2室1厅,
富力东山新天地 三房全新一手楼盘,80平米,5000,富力东山新天地,2室1厅,
双地铁5.6号线 单身公寓 家私电器齐全,38平米,3100,东方广场,1室0厅,
富力东山新天地 近珠江新城 新房出租,67平米,5000,富力东山新天地,2室2厅,
户型方正，采光良好，空气流通佳，临近学校,55平米,3000,新庆路,1室1厅,
温馨一房一厅 临地铁 配套齐全 间隔实用,36平米,2800,华乐大厦,1室1厅,
丽晶大厦电梯两房出租,82平米,4500,丽晶大厦,2室2厅,
下塘西路 低层大一房 业主急租,59平米,3000,碧翠苑,1室1厅,
家电齐全 豪华装修 超大三房,94平米,4800,明月二路,3室1厅,
府前铭泰 电梯高楼层 新装修 拎包入住,35平米,3300,府前铭泰,1室1厅,
全新家私 拎包入住 配套完善,106平米,8000,共和西小区,3室2厅,
富力东山新天地 近珠江新城 新房出租,86平米,6000,富力东山新天地,3室2厅,
五羊华轩 精装修 格局方正 家私电齐全,120平米,7200,五羊华轩,3室2厅,
保利中环广场 1室0厅 4500元,50平米,4500,保利中环广场,1室0厅,
大南路 有匙即看 少有放售,35平米,1800,北京路高第街,1室1厅,
家电齐全 地铁上盖 格局方正,80平米,5500,粤康阁,2室2厅,
马棚岗大院 全新装修 家私电全齐,51平米,4500,执信南路马棚岗,2室1厅,
梓元东 中层两居室 生活配套齐 交通方便,60平米,2100,梓元岗路梓元东三街,2室1厅,
云鹤园 住家装修两房 安静舒适,61平米,3500,云鹤园,2室1厅,
东方花苑 小区管理 环境优美,87平米,3800,东方花苑,2室1厅,
家电齐全 地铁上盖 全新一手,76平米,6000,富力东山新天地,3室1厅,
明月小区 3房套间 可做宿舍 采光通风好,82平米,6500,明月二路,3室1厅,
高档社区 安静大四房 双地铁,家电齐全,216平米,25000,锦城花园锦城南苑,4室2厅,
名品居 环境舒适 配套齐全 地铁沿线,90平米,5000,名品居,2室2厅,
德兴苑 北向中层家电齐两房待租,78平米,4000,德兴苑,2室1厅,
麓景东路 环境优美 户型方正 交通便利,128平米,5000,麓景东路,4室2厅,
署前二街  温馨两房 家电齐全,56平米,4000,署前路署前二街,2室1厅,
东南大厦 实用温馨单位 配套完善,154平米,7499,东南大厦,3室1厅,
东风西路 低层实用两房 南北朝向,51平米,2800,东风西路,2室1厅,
文化大楼 电梯三房 简洁温馨舒适,110平米,4300,文化大楼,3室1厅,
麓湖盛景 两房一厅 全齐放租,68平米,3999,麓湖盛景,2室1厅,
光塔路 实用单位 配套完善,45平米,2200,光塔路,2室1厅,
保利中环南向大三房,140平米,12000,保利中环广场,3室1厅,
修改房评 宝汉直街 装修简单 可随时入住,43平米,1300,宝汉直街54号大院,1室1厅,
地铁上盖 商住两用 繁华地段 采光好,52平米,5000,锦绣联合商务大厦,1室0厅,
实用大单间 格局方正 朝向好,10平米,1500,解放北路桂花岗,1室0厅,
竹丝岗小区 中层三房 南北对流 旺中取静,82平米,4300,竹丝岗二马路39号大院,3室1厅,
富力东山新天地 实用3房,115平米,6800,富力东山新天地,3室2厅,
地铁上盖 家电齐全 标准四房,144平米,8500,凯城华庭,4室2厅,
嘉颐居大四房方正实用,200平米,12000,嘉颐居,4室2厅,
天锦大厦 标准三房 格局方正,100平米,5000,天锦大厦,3室2厅,
富力东山新天地 新楼盘 全新家私电器,76平米,6500,富力东山新天地,3室1厅,
锦城花园 家私电器全 中间楼层 静望小区,88平米,6000,锦城花园,2室1厅,
惠雅阁4房2厅出租,128平米,7000,惠雅阁,4室2厅,
中山一路 金羊花园 东南靓向,112平米,7500,金羊花园,3室2厅,
麓湖阁南塔 两房改三房 精装修 家电齐全,106平米,5300,麓湖阁,3室2厅,
共和苑 近地铁口 交通出行方便,56平米,3700,共和苑共和五巷,2室1厅,
天成路 三房一厅 光线好 吉屋,65平米,3000,天成楼南栋,3室1厅,
实用舒适单位 配套完善,147平米,7800,麓湖御景,3室1厅,
东盛大厦 中层3房 家电齐全 东南采光,116平米,6000,东盛大厦,3室1厅,
法政路 中高楼层 交通方便 拎包入住,80平米,4000,六合园,2室1厅,
恒福苑 采光充足,76平米,3700,恒福苑恒福西苑,3室1厅,
解放中路 中层六楼 一房一厅 部分家电,50平米,1300,解放中路魁巷,1室0厅,
西华路 温磬一房一厅 拎包入住,22平米,1800,西华路凉亭街,1室1厅,
水荫二横路 2居室放租  可租员工宿舍,65平米,3000,水荫二横路,2室1厅,
黄金地段 南北对流,50平米,3000,共和苑共和三巷,2室1厅,
司马街 新净两房,68平米,3500,西华路司马街,2室1厅,
明达大厦 电梯一房 家私家电齐 拎包入住,25平米,2200,明达大厦,1室0厅,
骏文雅苑 电梯高档小区 豪装两房,83平米,8000,骏文雅苑,2室1厅,
西门口 低楼层 新装修靓房4楼出租,40平米,2300,惠福西路,1室1厅,
横枝岗 1房出租  合租,68平米,1500,横枝岗路横枝岗一街,2室1厅,
寺右东小区 精装三房 拎包入住,90平米,4500,寺右东小区寺右五巷,3室2厅,
保利中环  家私电器齐全 拎包入住,90平米,9000,保利中环广场,2室1厅,
淘金路小区 靠近步行街 地铁,62平米,4000,淘金路,2室1厅,
金润铂宫 电梯房 家私家电齐全,160平米,14000,名盛广场,3室1厅,
下塘新村 一房一厅 放租,35平米,2000,下塘新村,1室1厅,
恒福路高层两房 家电齐保养好,56平米,2500,恒福路,2室1厅,
西门口 低楼层 新装修靓房1楼出租,80平米,6000,惠福西路,2室1厅,
西门口 低楼层 新装修靓房4楼出租,40平米,2600,惠福西路,2室1厅,
嘉诚国际公寓电梯三房出租,159平米,8000,嘉诚国际公寓,3室2厅,
文德先生 标准一房 全新装修,45平米,4000,文德先生,1室1厅,
电梯单间  地铁上盖 全新一手,32平米,3300,富力东山新天地,1室0厅,
淘金家园三房 家私电器齐全,111平米,7000,淘金家园名筑,3室1厅,
司马街 新静一房一厅 有阳台 家私家电齐,40平米,2000,西华路司马街,1室1厅,
东海嘉园 安静舒适 环境优美 拎包入住精,113平米,6500,东海嘉园,3室2厅,
东方广场全新精装一房全新家电拎包入住,41平米,4000,东方广场,1室1厅,
惠福西路 全明一房一厅 生活便利,35平米,1400,惠福西路,1室0厅,
凯城华庭温馨一房一厅 入读省一级学位,40平米,2800,凯城华庭,1室1厅,
梓元东小区 实用两房  家私家电基本齐,53平米,2500,梓元岗路梓元东三街,2室1厅,
东风广场 实用四房户型 高层望花园户型,165平米,10000,东风广场,4室2厅,
农林上路 大三房,100平米,4800,农林上路,3室1厅,
百好居 电梯两房 南北对流 通风采光一流,80平米,5500,百好居,2室1厅,
兴城大厦 精致装修 格局方正 家私电齐全,85平米,4900,兴城大厦,2室1厅,
省级学位,南北对流,全新装修小二房,55平米,3000,共和苑共和三巷,2室1厅,
两房一厅 家私家电全齐,44平米,2200,解放北路桂花岗,2室1厅,
永泰西约 实用四房,127平米,5000,先烈中路永泰西约,4室1厅,
东环路大院 配套齐全 拎包入住,61平米,3000,东环路6号大院,1室1厅,
建设三马路 一房一厅 商业中心,38平米,2800,建设三马路,1室1厅,
肯辛顿 东北靓向 一线湖景,142平米,7500,肯辛顿国际公寓,4室2厅,
东湖御苑 全屋精装 望江望湖,141平米,8000,东湖御苑,3室2厅,
天伦花园  少有两房  家私家电齐全,98平米,6200,天伦花园,2室2厅,
下塘西路碧翠苑 大两房两厅 家私电器齐全,102平米,3000,碧翠苑,2室1厅,
家电齐全 中层南向 保养漂亮,75平米,4800,璟泰大厦,2室1厅,
实用标准两房 全新未入住 小区管理,63平米,4600,富力东山新天地,2室1厅,
花果山小区 精装三房 环境优雅,95平米,3800,花果山社区滴翠楼,3室1厅,
梓元岗 精装电梯三房 商业旺区,100平米,4000,梓元岗路,3室2厅,
国际大厦 新装修三房 商住两用,98平米,5999,广东国际大厦,3室2厅,
嘉和苑 新静方正4房 居家装修厅房望花园,127平米,9500,嘉和苑,4室1厅,
嘉和苑 新静三房 家私家电齐全 望花园,85平米,5500,嘉和苑,3室1厅,
电梯两房一厅 家电齐全,68平米,4199,越秀花苑大厦,2室1厅,
共和西路 方正实用 采光好 南 家电齐全,110平米,8500,中山一路,3室2厅,
群星大厦 电梯两房 家电齐全 拎包入住,57平米,3300,群星大厦,2室1厅,
农林华府 精装两房一厅 楼龄新,71平米,6500,农林华府,2室1厅,
西门口 低楼层 新装修靓房3楼出租,40平米,2500,惠福西路,2室1厅,
西门口 低楼层 新装修靓房3楼出租,40平米,2600,惠福西路,2室1厅,
好世界 小户型 白领推介 拎包入住,36平米,3800,好世界公寓,1室0厅,
濠畔街 方正两室 极少放盘,61平米,3500,大德路濠畔街,3室1厅,
西华路小区 舒适干爽二室 环境幽静,68平米,2500,西华路,2室1厅,
西华第一津街小区管理 复式2房 家电齐全,20平米,1800,西华路第一津街,2室1厅,
东华南路 低层一房一厅 笋租,40平米,2800,东华南路,1室1厅,
仓边路 采光一流 高层两房,45平米,2300,越华路,1室1厅,
东风东路 东风东路水均大街,80平米,4000,东风东路水均大街,3室1厅,
富力东山新天地 近珠江新城 新房出租,65平米,5000,富力东山新天地,2室1厅,
新装修低层靓三房,80平米,4000,东贤里小区东贤里,3室1厅,
家电齐全 地铁上盖 标准两房,65平米,4500,五羊小区A区,2室1厅,
共和西小区 交通便利 拎包入住 配套完善,114平米,6999,共和西小区,3室2厅,
家电齐全 地铁上盖 标准两房,45平米,3500,五羊小区E区,2室1厅,
中层通风采光好 配套齐全 安静少有,61平米,3800,福今东8号大院,2室1厅,
文德先生   全新电梯细积,40平米,3500,文德先生,1室0厅,
淘金西街精装两房 封闭小区拎包入住,80平米,3500,淘金路淘金西街,2室2厅,
大气装修 采光通风 大院管理 家私新齐,113平米,4000,下塘新村,2室2厅,
桂花岗小区 价格实惠 看看都舒服,56平米,2500,解放北路桂花岗,2室1厅,
教工新村 小区管理　温馨二房,54平米,3800,教工新村,2室1厅,
天锦大厦 南向安静 高层视野开阔,99平米,6500,天锦大厦,3室2厅,
精致两房，家电齐全拎包入住,45平米,3200,建设三马路,2室1厅,
菜园西路 少有两房放租 家私家电齐全,60平米,4500,菜园西路,2室1厅,
东方广场 高层光亮一房 家电齐全,40平米,3500,东方广场,1室1厅,
房建大厦 实用两方,52平米,3500,房建大厦,2室1厅,
文德先生 标准一房 全新装修,58平米,4600,文德先生,2室1厅,
西门口 低楼层 新装修靓房2楼出租,40平米,2600,惠福西路,2室1厅,
西门口 低楼层 新装修靓房2楼出租,40平米,2500,惠福西路,2室1厅,
逸雅居 电梯四房 家电齐全 有空中花园,150平米,10000,逸雅居,4室2厅,
漂亮三房 家私齐全 小区管理,81平米,6000,富力东山新天地,3室1厅,
大新路 中层两房 家电家私齐 拎包入住,52平米,3000,大新路,2室1厅,
国龙大厦 裕兴阁 电梯房 精致三房,108平米,4800,国龙大厦,3室1厅,
鸿业大厦 安静小区 家私齐全,110平米,5500,鸿业大厦,2室2厅,
东南朝向 实用四房带主套 位置安静,152平米,13000,东山雅筑,4室2厅,
麓雅居 电梯两房 吉屋出租,70平米,2800,麓雅居,2室1厅,
群星大厦  黄金楼层  实用一房,23平米,2000,群星大厦,1室0厅,
东山龙珠大厦 电梯三房 东南朝向 精装修,95平米,8000,东山龙珠大厦,3室2厅,
竹丝岗二马路 一房一厅 吉屋出租,42平米,2500,竹丝岗二马路,1室1厅,
东山一品 中层 两房 采光一流,80平米,6500,嘉富广场东山一品,2室1厅,
北京路 府前铭泰 精装一房一厅,35平米,3000,府前铭泰,1室1厅,
富力东山新天地 全新装修 家私电配齐,63平米,4000,富力东山新天地,2室1厅,
东风广场  一房一厅  采光靓丽,68平米,5000,东风广场,1室1厅,
君汇世家 豪华靓装修 家私电器齐全,158平米,14000,君汇世家,4室2厅,
富力东山新天地 全新装修 家私电配齐,49平米,4500,富力东山新天地,2室1厅,
东山口靓装舒适电梯两房设施齐全拎包即住,72平米,5800,小东园,2室1厅,
新华楼 可租办公 大三房,100平米,5500,天河路33号大院新华楼,3室1厅,
嘉诚国际公寓电梯三房出租,130平米,9000,嘉诚国际公寓,3室2厅,
家电齐全 地铁上盖,75平米,4000,幸福小区寺右一巷,2室1厅,
嘉和苑三期 精致装修 东北向,89平米,5800,嘉和苑,2室1厅,
富力东山新天地 精装修 采光好,32平米,3800,富力东山新天地,1室0厅,
实用温馨两房 保养好,56平米,3500,豪贤路,2室2厅,
府前铭泰 电梯高楼层 新装修 拎包入住,30平米,3500,府前铭泰,1室1厅,
新华楼 两房两厅 安静环境,95平米,5000,天河路33号大院新华楼,2室2厅,
庙前西街 大单间 家私家电齐全,26平米,2600,署前路庙前西街,1室0厅,
东华西路 住家一房,25平米,1700,东华西路,1室1厅,
东川大厦 一房一厅 环境优美 租房之选,40平米,3300,东川大厦,1室1厅,
北京路示范街道 实用两房 新装修,55平米,2800,惠福东路盐运西正街,2室1厅,
铁一中旁边 陪读 住家 首选,66平米,4800,华逸锦轩,2室1厅,
法政路 翠怡大厦 电梯三房 环境安静,95平米,6500,翠怡大厦,3室1厅,
广信怡景大厦 3室2厅 6000元,101平米,6000,广信怡景大厦,3室2厅,
广兴华别墅 330办公精装修,330平米,32000,广兴华花园,8室5厅,
地铁上盖 高层精装三房 商住两用,110平米,15000,锦城花园,4室1厅,
海印花苑 实用四房 地铁上盖 少人放盘,161平米,7500,海印花园,4室2厅,
富力新天地 全新装修楼盘 生活.交通便利,118平米,8200,富力东山新天地,4室2厅,
高层精装实用两房 安静舒适 家电齐,70平米,5800,东风广场,2室1厅,
独栋别墅 580方花园面积 私家停车场,750平米,80000,华侨新村团结路,10室3厅,
竹丝岗大马路 楼梯房 闹中取静 双地铁,138平米,6500,竹丝岗大马路,4室2厅,
三木国际公寓 商住两用 有家电,110平米,40000,三木国际公寓,4室1厅,
农林华府 精装三房一厅 楼龄新,143平米,12000,农林华府,3室1厅,
实用大4房 邻近地铁 入读省一级学小,135平米,5799,福今路,4室2厅,
广粮大厦 俩居室电梯房 家私齐全,65平米,3400,广粮大厦,2室1厅,
富力东山新天地 两房 全新未住 大型小区,49平米,4500,富力东山新天地,2室1厅,
家电齐全 地铁上盖 园林小区,70平米,5000,富力东堤湾,2室1厅,
华东西路 两房刚需 好房子,60平米,3000,东华西路四圣街,2室1厅,
地铁上盖 单间 精装修,24平米,2500,中山一路,1室0厅,
省级学位,南北对流,全新装修小二房,55平米,3000,共和苑共和五巷,2室1厅,
小北路 一房一厅 干净舒适 超笋盘,37平米,1500,小北路飞来对面巷,1室1厅,
海珠中路 中层方正两房带阳台,56平米,2700,海珠中路福地巷,2室1厅,
华逸锦轩 东南三房 方正实用,126平米,5000,华逸锦轩,3室2厅,
东山雅筑 大户人家首选 舒适大三房,142平米,13000,东山雅筑,3室2厅,
金迪大厦 西南向 家私家具齐全,100平米,6500,金迪大厦,3室1厅,
东环路三房两厅两卫厅出阳台,98平米,5500,东环路4号大院,3室2厅,
嘉颐居大三房，方正实用，南向高层,151平米,15000,嘉颐居,3室2厅,
实用舒适单位 配套完善,135平米,9000,华乐大厦,3室1厅,
东山口山河东街 两房 温馨小家,84平米,4000,达道西路山河东街,2室1厅,
东风广场 两房一厅 家私家电齐,70平米,6000,东风广场,2室1厅,
采光极好 交通便利 标准2室,88平米,3000,下塘西路,2室2厅,
家电齐全 地铁上盖 格局方正,75平米,5500,东海嘉园,2室2厅,
东湖新村 实用三房 南向单位 少有放盘,70平米,5000,东湖新村,3室1厅,
建设二马路楼梯楼家电全两房出租,56平米,4000,建设二马路东一街,2室2厅,
淘金街正规三房出租,94平米,4000,淘金路淘金街,3室2厅,
实用温馨单位 配套完善,95平米,5500,共和怡苑B座,3室2厅,
中山四路 低层南北通透三房一厅 近地铁,80平米,4500,仓边路厘局街,3室1厅,
福今路 大三房出租 家私家电齐全,110平米,6500,福今路3号大院,3室1厅,
惠吉西路 温馨单间 拎包入住,30平米,2300,惠吉西路,1室0厅,
波尔多庄园 花园小区 家电齐,80平米,6000,波尔多庄园,2室2厅,
愉景大厦 精致装修 户型方正 采光好,99平米,5200,广信愉景大厦,3室1厅,
家电齐全 地铁上盖 标准两房,87平米,4000,东方花苑,2室2厅,
大新路 大面积私房 临近路面 可作商铺,230平米,9000,大新路,3室2厅,
碧水明筑 采光通透 东南三房 舒适安静,143平米,8000,碧水明筑,3室2厅,
富力新天地，豪华装修，东南向,120平米,12000,富力东山新天地,3室1厅,
家电齐全 地铁上盖 格局方正,100平米,5300,顺景大厦,2室2厅,
麓景雅苑 复式 望白云山,280平米,21000,麓景雅苑,5室2厅,
富力东山新天地 全新电梯四房 近地铁,118平米,9000,富力东山新天地,4室1厅,
交通方便 家私电器齐全 实用三房,97平米,6999,东风广场,3室1厅,
中山一路，共和西小区,100平米,7500,共和西小区,3室1厅,
雍景台  电梯4房  新装修  配套完善,100平米,5500,雍景台,4室2厅,
机关宿舍 大面积两房 拎包入住,82平米,4800,机关宿舍豆腐寮,2室1厅,
泰康城广场 高层电梯两房 地铁上盖,87平米,6500,泰康城广场,2室2厅,
梅花村 中层三房 装修新近 采光一流,95平米,6000,梅花村,3室2厅,
舒适宽敞 宜居三房,110平米,4500,广东省药物研究所甜水横巷分所,3室2厅,
锦城花园 新装修 家私电器齐全,198平米,16000,锦城花园,6室2厅,
辉煌大厦 电梯三房 采光一流 交通方便,110平米,6000,辉煌大厦,3室1厅,
正佳东方国际公寓 可注册办公 商住两用修,407平米,48840,正佳东方国际,4室2厅,
中山一路 水均岗 地铁沿线,65平米,3800,东风东路水均岗,3室2厅,
国投电梯宿舍 家私电器齐全 三房两厅,101平米,6500,国投宿舍,3室2厅,
东川大厦 两房一厅 环境优美 租房之选,68平米,4500,东川大厦,2室1厅,
杨箕地铁站 方正两房 楼梯中层,70平米,4500,中山一路,2室1厅,
富力东山新天地 近珠江新城 新房出租,63平米,5000,富力东山新天地,2室1厅,
东风广场 居家首选住宅  生活便利,70平米,5500,东风广场,2室1厅,
东湖西路 大院管理 低层实用三房,70平米,4000,东湖西路,3室1厅,
大楼内为二十四小时封闭式管理,30平米,2500,万福楼,1室1厅,
德安大厦 温馨一房 家电齐全 拎包即住,45平米,3500,德安大厦,1室0厅,
嘉诚国际公寓 家私家电齐全 采光一流,41平米,3500,嘉诚国际公寓,1室0厅,
东鸣轩 东北向 家私家具齐全,49平米,4000,东鸣轩,1室1厅,
明华轩 家私齐全 交通便利 环境优美,93平米,5300,明华轩,2室1厅,
西华路 正规两房 旺中带静 交通便利,70平米,2800,西华路,2室1厅,
邮电新村 大三房 家私家电齐全装修精致,90平米,4800,邮电新村中三街,3室2厅,
地铁上盖 家电齐全 格局方正,91平米,5000,北较场横路1号大院,3室1厅,
御龙庭精装两房 家私电器齐全 拎包入住,77平米,5500,富力御龙庭,2室1厅,
淘金花园三房 家私电器齐全,118平米,4999,淘金花园,3室1厅,
大沙头三房 交通便利 拎包入住,67平米,3500,大沙头三马路9号大院,2室1厅,
东华西路 住家两房 家电齐全,54平米,2500,东华西路,2室1厅,
好世界公寓一房一厅 情侣首选,61平米,5500,好世界公寓,1室1厅,
黄华路公安厅大院 电梯两房 出租,66平米,5000,黄华路24号大院,2室1厅,
文德广场 电梯三房 全明屋,89平米,5800,文德广场,3室2厅,
犀牛路南北向新装修两房笋价出租,40平米,3000,犀牛路,2室1厅,
家电齐全 地铁上盖 电梯三房,100平米,6800,冠城大厦,3室2厅,
桂花岗 大一房一厅 空气清新 交通便利,50平米,2500,解放北路桂花岗,1室1厅,
建设三马路 2室1厅 2600元,45平米,2600,建设三马路,2室1厅,
共和西路 方正两房 家私电齐 拎包入住,50平米,2800,共和苑共和七巷,2室1厅,
东园新村 环境优雅 中层两房,52平米,3500,东园新村,2室1厅,
中山一路 小东园 低楼层 新装修,56平米,4500,小东园,2室1厅,
实用温馨单位 配套完善,52平米,3500,小北路挞子大街,2室1厅,
家电齐全 地铁上盖 格局方正,70平米,3800,寺右二马路,2室2厅,
永泰西约 中层三房 家电齐全,100平米,6500,先烈中路永泰西约,3室1厅,
三元里大道 阳光两房 清静居家,72平米,2500,明泉花园,2室2厅,
电梯楼 家私家电齐全,40平米,2200,麓湖路,1室1厅,
保利中环广场 精装一房 家私电器齐全,57平米,6500,保利中环广场,1室1厅,
东山水恋 小区管理 环境安静,34平米,3000,东山水恋,1室0厅,
司马街 一房一厅 家电齐全,26平米,1600,西华路司马街,1室1厅,
标准三房两厅 带阳台 格局方正 地铁上盖,104平米,6000,金羊花园,3室2厅,
西华路第一津街 1室1厅 2300元,35平米,2300,西华路第一津街,1室1厅,
龟岗三马路 两房一厅 入读署前学位,90平米,2600,龟岗三马路,2室1厅,
牛皮二巷 低层三房 新装修,100平米,5800,东华东路,3室1厅,
华逸锦轩 两房业主首次放租   精装修,66平米,5000,华逸锦轩,2室1厅,
建设六马路实用两房,70平米,3000,建设六马路青菜岗,2室1厅,
波尔多庄园 花园小区 实用三房,93平米,5000,波尔多庄园,3室1厅,
海运小区 户型方正 省级学位,62平米,4000,海运小区,2室1厅,
大南路 电梯两房 家私家电齐全 稀少放租,65平米,3500,大南居,2室1厅,
实用温馨单位 配套完善,90平米,5000,应元路,3室1厅,
湖景华厦 电梯两房 交通便利,71平米,4000,湖景华厦,1室1厅,
富力东山新天地 刚收楼 全新小区楼盘,32平米,3500,富力东山新天地,1室1厅,
湖滨苑 中楼层 南北对流 采光好,66平米,3500,湖滨苑,2室1厅,
惠雅阁三房一厅出租,101平米,5000,惠雅阁,2室1厅,
嘉和苑三期南向三房望花园 拎包入住,90平米,8000,嘉和苑,3室1厅,
富力东山新天地 近珠江新城 新房出租,62平米,5000,富力东山新天地,2室1厅,
建设三马路 楼梯小两房,38平米,2000,建设三马路,2室1厅,
精装两房2厅家电齐全。小复式两房,40平米,4000,东川路牛乳基,2室2厅,
中环广场 高层三房 家电齐全,95平米,9199,保利中环广场,3室2厅,
广工大院 两房一厅出租 家私电器全齐,70平米,4000,广工大院,2室1厅,
家电齐全 地铁上盖 全新一手,55平米,4000,富力东山新天地,2室2厅,
丰伟大厦 温馨的一房,50平米,3000,丰伟大厦,1室1厅,
嘉诚国际公寓电梯温馨两房出租,59平米,4500,嘉诚国际公寓,2室1厅,
家电齐全 超大两房 地铁上盖,80平米,3500,寺右新马路寺右中街,2室2厅,
福今西 环境舒适 交通便利,108平米,3000,福今西,3室1厅,
五羊商住中心 配套完善环境舒适 交通方便,102平米,5500,五羊商住中心,3室2厅,
富力东山新天地 全新楼盘首次放租 入户阳,49平米,4500,富力东山新天地,2室1厅,
福恩里 高层两房 住家装修 家私齐全,75平米,4000,仓边路福恩里,2室1厅,
万福路华荟大厦 电梯两房 地铁沿线,81平米,5000,华荟大厦,2室2厅,
三荣大厦电梯两房出租,57平米,4000,三荣大厦,2室1厅,
东园新村 南北对流 交通便利,58平米,3500,东园新村,2室1厅,
东华西路 采光一流 南北对流,71平米,3200,东华西路四圣街,2室1厅,
华逸锦轩 精致三房 家私家电齐全,91平米,6000,华逸锦轩,3室1厅,
应元路 低层两房 商住两用 笋盘出租,40平米,2500,应元路,2室1厅,
东华东路 实用温馨单位 配套完善,52平米,4000,东华东路,2室1厅,
凯城华庭 楼龄新,40平米,3300,凯城华庭,1室1厅,
梅花路 一房一厅 家私电器齐全,46平米,2500,梅花路,1室1厅,
应元路 应元宫道 中层两房 交通便利,30平米,2200,应元路应元宫道,1室1厅,
实用舒适单位 配套完善,42平米,3000,文德广场,1室1厅,
东风东路 中层三房 总价低 单价便宜,73平米,3800,东风东路,3室1厅,
友爱路  1房1厅 新装修,45平米,2900,华侨新村友爱路,1室1厅,
三元里大道 实用两房 采光十足 拎包入住,97平米,3500,华秀苑,2室2厅,
小北路 大石街小两房出租 家私家电齐全,50平米,3500,小北路大石街,2室1厅,
下塘西路 碧翠苑 电梯三房 实用温馨单位,97平米,4300,碧翠苑,3室2厅,
山河后街 黄金楼层 方正两房,57平米,4000,培正一横路山河后街,2室1厅,
军区大院 电梯楼保养好 拎包入住,30平米,1900,寺右新马路7号大院,1室0厅,
淘金路低层两房 家私电器齐全,75平米,4000,淘金路,2室1厅,
颐和雅轩 电梯一房 精装修 家电齐全,37平米,4000,颐和雅轩,1室1厅,
盈基大厦 南向电梯,38平米,2300,盈基大厦,1室1厅,
地铁上盖 家电齐全 超大两房,78平米,4800,明月小区明月一巷,2室2厅,
标准三房 家私电齐,81平米,5500,富力东山新天地,3室1厅,
五羊华轩 精致两房一厅 格局方正,59平米,4200,五羊华轩,2室2厅,
好世界公寓 酒店式的服务 住家的舒适,36平米,3500,好世界公寓,1室0厅,
华侨乐园 家具 家电齐全,76平米,4500,华侨乐园,2室1厅,
淘金家园 精致2房 家私电器齐,88平米,6000,淘金家园名筑,2室2厅,
椰诚阁 地铁上盖 精致大开间,20平米,1500,椰诚阁,1室0厅,
白云路 一房放租 家电齐全,37平米,2500,红云大厦,1室0厅,
飞鹅路 温馨三房 与书香为邻 与公园相伴,80平米,3000,飞鹅新村,3室1厅,
富力东山新天地 实用温馨单位 全新放租,49平米,5000,富力东山新天地,2室1厅,
小北路 黄金楼层 达三房 采光充足,86平米,4500,小北路,3室1厅,
国际大厦 新装一房 家电齐全,61平米,4000,广东国际大厦,1室1厅,
下塘西路 小区管理 中层楼层 家私家电齐,98平米,3300,碧翠苑,2室1厅,
家电齐全 地铁上盖 格局方正,104平米,6500,华友大厦,3室1厅,
环市中路裕兴阁舒适三房笋价出租,128平米,5500,国龙大厦,3室2厅,
楼梯中层 实用两房 地铁上盖 干净整洁,50平米,2500,东郊市场,2室1厅,
东方花苑小区管理环境优美,95平米,6000,东方花苑,3室1厅,
保利麓苑电梯楼 楼新格局好 花园管理,89平米,5600,保利麓苑,2室2厅,
富力东山新天地 全新两房 双阳台,62平米,4500,富力东山新天地,2室1厅,
国际大厦 大积三房出租 带主套,150平米,6000,广东国际大厦,3室2厅,
华侨乐园 家具 家电齐全,76平米,5000,华侨乐园,2室1厅,
家电齐全 地铁上盖 标准两房,68平米,5600,东风广场,2室2厅,
五羊华轩 北塔,64平米,4500,五羊华轩,2室1厅,
业主放租 高档单身公寓,40平米,4100,新裕大厦,1室1厅,
家电齐全 地铁上盖 全新一手,63平米,4800,富力东山新天地,2室2厅,
共和三巷 城区旺地 交通便利 两房出租,58平米,3300,共和苑共和三巷,2室1厅,
富力东山新天地 南北朝向 家私家电齐全,63平米,5300,富力东山新天地,2室1厅,
小北路  洪桥街  全新装修2房 大院管,40平米,2800,小北路洪桥街,1室1厅,
邮电新村温馨2房南北向家私家电齐,60平米,3000,邮电新村环市东路,2室1厅,
电梯楼 朝东向,110平米,7000,尚峰酒店公寓,3室1厅,
狮带岗东 大单间,33平米,2000,麓景路狮带岗东,1室0厅,
家电齐全 地铁上盖 格局方正,45平米,3000,五羊小区E区,1室1厅,
丽苑大厦 地铁沿线 电梯中层 两房出租,88平米,4500,丽苑大厦,2室2厅,
东山成熟商圈　实用三房出租,38平米,4000,寺贝楼,3室1厅,
梅花村 采光佳 南北对流 两房出租,61平米,4000,梅花村福今路2号大院,2室1厅,
东湖御苑高层精装修望江望湖,126平米,7500,东湖御苑,3室2厅,
共和3小区一房一厅月租2600/南北向靓,30平米,2500,共和三路,1室1厅,
家电齐全 地铁上盖 全新一手,49平米,4500,富力东山新天地,2室1厅,
富力东山新天地 全新楼盘首次放租,150平米,10000,富力东山新天地,4室2厅,
德政中路 楼梯一房 家私家电齐全,35平米,2500,德政中路清水濠,1室1厅,
金帼大厦两房笋价出租,54平米,3500,金帼大厦,2室0厅,
